chunk,type,seed,p_mean,p_levene
up_total,shuffle,88,0.23928600808451114,0.0811732980521759
up_total,shuffle,89,0.019574099792309865,0.189433344814495
up_total,shuffle,90,0.07926893285642371,0.06402190063774002
up_total,shuffle,91,0.131484103024945,0.141845751052385
up_total,shuffle,92,0.015277508957422258,0.46465512369907935
up_total,shuffle,93,0.15453442466184358,0.08769264426991424
up_total,shuffle,94,0.0033495854790469956,0.007811657083106647
up_total,shuffle,95,0.0031008456212162634,0.9281189608395478
up_total,shuffle,96,0.0004923824696234507,0.12430643988766538
up_total,shuffle,97,0.9510827067535784,0.2180402840924711
up_total,shuffle,98,0.0004156342308399047,0.7489281111663888
up_total,shuffle,99,0.05730655228504976,0.061606066316660844
up_total,shuffle,100,0.0570829707127813,0.9903948867999803
up_total,shuffle,101,0.3968035254601614,0.014532173279113162
up_total,shuffle,102,0.43991264225466187,0.003898716434804015
up_total,shuffle,103,0.0038592981162139757,0.5642985354510083
up_total,shuffle,104,0.006050091007773696,0.025119305996726196
